query acc.ver,subject acc.ver,%_identity,alignment_length,mismatches,gap_opens,q.start,q.end,s.start,s.end,evalue,bit_score
Query_48216,MT007544.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT007544.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT020881.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT020881.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT020880.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT020880.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT019533.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT019533.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT019532.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT019532.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT019531.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT019531.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT019530.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT019530.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT019529.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT019529.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT027064.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT027064.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT027063.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT027063.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT027062.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT027062.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT039890.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT039890.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT039888.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT039888.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT039887.1,100,23,0,0,1,23,29185,29207,8.08E-06,46.1
Query_48216,MT039887.1,100,10,0,0,1,10,26624,26633,463,20.3
Query_48216,MT039873.1,100,23,0,0,1,23,29185,29207,8.08E-06,46.1
Query_48216,MT039873.1,100,10,0,0,1,10,26624,26633,463,20.3
Query_48216,MT049951.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT049951.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT044258.1,100,23,0,0,1,23,29164,29186,8.08E-06,46.1
Query_48216,MT044258.1,100,10,0,0,1,10,26603,26612,463,20.3
Query_48216,MT044257.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT044257.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT066176.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT066176.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT066175.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT066175.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT072688.1,100,23,0,0,1,23,29173,29195,8.08E-06,46.1
Query_48216,MT072688.1,100,10,0,0,1,10,26612,26621,463,20.3
Query_48216,MT093631.2,100,23,0,0,1,23,29175,29197,8.08E-06,46.1
Query_48216,MT093631.2,100,10,0,0,1,10,26614,26623,463,20.3
Query_48216,MT093571.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT093571.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT106054.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT106054.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT106053.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT106053.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT106052.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT106052.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT118835.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT118835.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT123293.2,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT123293.2,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT123292.2,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT123292.2,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT123291.2,100,23,0,0,1,23,29185,29207,8.08E-06,46.1
Query_48216,MT123291.2,100,10,0,0,1,10,26624,26633,463,20.3
Query_48216,MT123290.1,100,23,0,0,1,23,29191,29213,8.08E-06,46.1
Query_48216,MT123290.1,100,10,0,0,1,10,26630,26639,463,20.3
Query_48216,MT126808.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT126808.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT135044.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT135044.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT135043.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT135043.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT135042.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT135042.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT135041.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT135041.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT152824.1,100,23,0,0,1,23,29186,29208,8.08E-06,46.1
Query_48216,MT152824.1,100,10,0,0,1,10,26625,26634,463,20.3
Query_48216,MT050493.1,100,23,0,0,1,23,29168,29190,8.08E-06,46.1
Query_48216,MT050493.1,100,10,0,0,1,10,26607,26616,463,20.3
Query_48216,MT012098.1,100,23,0,0,1,23,29172,29194,8.08E-06,46.1
Query_48216,MT012098.1,100,10,0,0,1,10,26611,26620,463,20.3
Query_48216,MT159722.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159722.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159721.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159721.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159720.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159720.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159719.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159719.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159718.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159718.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159717.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159717.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159716.1,100,23,0,0,1,23,29173,29195,8.08E-06,46.1
Query_48216,MT159716.1,100,10,0,0,1,10,26612,26621,463,20.3
Query_48216,MT159715.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159715.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159714.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159714.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159713.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159713.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159712.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159712.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159711.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159711.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159710.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159710.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159709.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159709.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159708.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159708.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159707.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159707.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159706.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159706.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT159705.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT159705.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT121215.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT121215.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT066156.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT066156.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT163719.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT163719.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT163718.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT163718.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT163717.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT163717.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT163716.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT163716.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT184913.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT184913.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT184912.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT184912.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT184911.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT184911.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT184910.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT184910.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT184909.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT184909.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT184908.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT184908.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT184907.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT184907.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT188341.1,100,23,0,0,1,23,29137,29159,8.08E-06,46.1
Query_48216,MT188341.1,100,10,0,0,1,10,26576,26585,463,20.3
Query_48216,MT188340.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT188340.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT188339.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT188339.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT192773.1,100,23,0,0,1,23,29187,29209,8.08E-06,46.1
Query_48216,MT192773.1,100,10,0,0,1,10,26626,26635,463,20.3
Query_48216,MT192772.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT192772.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT192765.1,100,23,0,0,1,23,29181,29203,8.08E-06,46.1
Query_48216,MT192765.1,100,10,0,0,1,10,26620,26629,463,20.3
Query_48216,MT192759.1,100,23,0,0,1,23,29161,29183,8.08E-06,46.1
Query_48216,MT192759.1,100,10,0,0,1,10,26600,26609,463,20.3
Query_48216,MT198652.2,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT198652.2,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT226610.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT226610.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT233523.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT233523.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT233522.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT233522.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT233519.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT233519.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT240479.1,100,23,0,0,1,23,29152,29174,8.08E-06,46.1
Query_48216,MT240479.1,100,10,0,0,1,10,26591,26600,463,20.3
Query_48216,MT246667.1,100,23,0,0,1,23,29184,29206,8.08E-06,46.1
Query_48216,MT246667.1,100,10,0,0,1,10,26623,26632,463,20.3
Query_48216,MT246490.1,100,23,0,0,1,23,29132,29154,8.08E-06,46.1
Query_48216,MT246490.1,100,10,0,0,1,10,26571,26580,463,20.3
Query_48216,MT246489.1,100,23,0,0,1,23,29138,29160,8.08E-06,46.1
Query_48216,MT246489.1,100,10,0,0,1,10,26577,26586,463,20.3
Query_48216,MT246488.1,100,23,0,0,1,23,29161,29183,8.08E-06,46.1
Query_48216,MT246488.1,100,10,0,0,1,10,26600,26609,463,20.3
Query_48216,MT246487.1,100,23,0,0,1,23,29172,29194,8.08E-06,46.1
Query_48216,MT246487.1,100,10,0,0,1,10,26611,26620,463,20.3
Query_48216,MT246486.1,100,23,0,0,1,23,29156,29178,8.08E-06,46.1
Query_48216,MT246486.1,100,10,0,0,1,10,26595,26604,463,20.3
Query_48216,MT246485.1,100,23,0,0,1,23,29060,29082,8.08E-06,46.1
Query_48216,MT246485.1,100,10,0,0,1,10,26499,26508,463,20.3
Query_48216,MT246484.1,100,23,0,0,1,23,29156,29178,8.08E-06,46.1
Query_48216,MT246484.1,100,10,0,0,1,10,26595,26604,463,20.3
Query_48216,MT246482.1,100,23,0,0,1,23,29131,29153,8.08E-06,46.1
Query_48216,MT246482.1,100,10,0,0,1,10,26570,26579,463,20.3
Query_48216,MT246481.1,100,23,0,0,1,23,29156,29178,8.08E-06,46.1
Query_48216,MT246481.1,100,10,0,0,1,10,26595,26604,463,20.3
Query_48216,MT246480.1,100,23,0,0,1,23,29187,29209,8.08E-06,46.1
Query_48216,MT246480.1,100,10,0,0,1,10,26626,26635,463,20.3
Query_48216,MT246479.1,100,23,0,0,1,23,29114,29136,8.08E-06,46.1
Query_48216,MT246479.1,100,10,0,0,1,10,26553,26562,463,20.3
Query_48216,MT246478.1,100,23,0,0,1,23,29175,29197,8.08E-06,46.1
Query_48216,MT246478.1,100,10,0,0,1,10,26614,26623,463,20.3
Query_48216,MT246477.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT246477.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT246476.1,100,23,0,0,1,23,29149,29171,8.08E-06,46.1
Query_48216,MT246476.1,100,10,0,0,1,10,26588,26597,463,20.3
Query_48216,MT246475.1,100,23,0,0,1,23,29168,29190,8.08E-06,46.1
Query_48216,MT246475.1,100,10,0,0,1,10,26607,26616,463,20.3
Query_48216,MT246474.1,100,23,0,0,1,23,29178,29200,8.08E-06,46.1
Query_48216,MT246474.1,100,10,0,0,1,10,26617,26626,463,20.3
Query_48216,MT246473.1,100,23,0,0,1,23,29111,29133,8.08E-06,46.1
Query_48216,MT246473.1,100,10,0,0,1,10,26550,26559,463,20.3
Query_48216,MT246472.1,100,23,0,0,1,23,29103,29125,8.08E-06,46.1
Query_48216,MT246472.1,100,10,0,0,1,10,26542,26551,463,20.3
Query_48216,MT246471.1,100,23,0,0,1,23,29156,29178,8.08E-06,46.1
Query_48216,MT246471.1,100,10,0,0,1,10,26595,26604,463,20.3
Query_48216,MT246470.1,100,23,0,0,1,23,29170,29192,8.08E-06,46.1
Query_48216,MT246470.1,100,10,0,0,1,10,26609,26618,463,20.3
Query_48216,MT246469.1,100,23,0,0,1,23,29154,29176,8.08E-06,46.1
Query_48216,MT246469.1,100,10,0,0,1,10,26593,26602,463,20.3
Query_48216,MT246468.1,100,23,0,0,1,23,29128,29150,8.08E-06,46.1
Query_48216,MT246468.1,100,10,0,0,1,10,26567,26576,463,20.3
Query_48216,MT246467.1,100,23,0,0,1,23,29185,29207,8.08E-06,46.1
Query_48216,MT246467.1,100,10,0,0,1,10,26624,26633,463,20.3
Query_48216,MT246466.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT246466.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT246464.1,100,23,0,0,1,23,29137,29159,8.08E-06,46.1
Query_48216,MT246464.1,100,10,0,0,1,10,26576,26585,463,20.3
Query_48216,MT246462.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT246462.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT246461.1,100,23,0,0,1,23,29156,29178,8.08E-06,46.1
Query_48216,MT246461.1,100,10,0,0,1,10,26595,26604,463,20.3
Query_48216,MT246460.1,100,23,0,0,1,23,29188,29210,8.08E-06,46.1
Query_48216,MT246460.1,100,10,0,0,1,10,26627,26636,463,20.3
Query_48216,MT246459.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT246459.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT246458.1,100,23,0,0,1,23,29062,29084,8.08E-06,46.1
Query_48216,MT246458.1,100,10,0,0,1,10,26501,26510,463,20.3
Query_48216,MT246457.1,100,23,0,0,1,23,29129,29151,8.08E-06,46.1
Query_48216,MT246457.1,100,10,0,0,1,10,26568,26577,463,20.3
Query_48216,MT246456.1,100,23,0,0,1,23,29131,29153,8.08E-06,46.1
Query_48216,MT246456.1,100,10,0,0,1,10,26570,26579,463,20.3
Query_48216,MT246455.1,100,23,0,0,1,23,29143,29165,8.08E-06,46.1
Query_48216,MT246455.1,100,10,0,0,1,10,26582,26591,463,20.3
Query_48216,MT246454.1,100,23,0,0,1,23,29179,29201,8.08E-06,46.1
Query_48216,MT246454.1,100,10,0,0,1,10,26618,26627,463,20.3
Query_48216,MT246453.1,100,23,0,0,1,23,29114,29136,8.08E-06,46.1
Query_48216,MT246453.1,100,10,0,0,1,10,26553,26562,463,20.3
Query_48216,MT246452.1,100,23,0,0,1,23,29181,29203,8.08E-06,46.1
Query_48216,MT246452.1,100,10,0,0,1,10,26620,26629,463,20.3
Query_48216,MT246451.1,100,23,0,0,1,23,29143,29165,8.08E-06,46.1
Query_48216,MT246451.1,100,10,0,0,1,10,26582,26591,463,20.3
Query_48216,MT246450.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT246450.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT246449.1,100,23,0,0,1,23,29114,29136,8.08E-06,46.1
Query_48216,MT246449.1,100,10,0,0,1,10,26553,26562,463,20.3
Query_48216,MT233526.1,100,23,0,0,1,23,29170,29192,8.08E-06,46.1
Query_48216,MT233526.1,100,10,0,0,1,10,26609,26618,463,20.3
Query_48216,MT253710.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253710.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253709.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253709.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253708.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253708.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253707.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253707.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253706.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253706.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253705.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253705.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253704.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253704.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253703.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253703.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253702.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253702.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253701.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253701.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253700.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253700.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253699.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253699.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253698.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253698.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253697.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253697.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT253696.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT253696.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT251980.1,100,23,0,0,1,23,29134,29156,8.08E-06,46.1
Query_48216,MT251980.1,100,10,0,0,1,10,26573,26582,463,20.3
Query_48216,MT251979.1,100,23,0,0,1,23,29137,29159,8.08E-06,46.1
Query_48216,MT251979.1,100,10,0,0,1,10,26576,26585,463,20.3
Query_48216,MT251978.1,100,23,0,0,1,23,29186,29208,8.08E-06,46.1
Query_48216,MT251978.1,100,10,0,0,1,10,26625,26634,463,20.3
Query_48216,MT251977.1,100,23,0,0,1,23,29114,29136,8.08E-06,46.1
Query_48216,MT251977.1,100,10,0,0,1,10,26553,26562,463,20.3
Query_48216,MT251976.1,100,23,0,0,1,23,29186,29208,8.08E-06,46.1
Query_48216,MT251976.1,100,10,0,0,1,10,26625,26634,463,20.3
Query_48216,MT251975.1,100,23,0,0,1,23,29160,29182,8.08E-06,46.1
Query_48216,MT251975.1,100,10,0,0,1,10,26599,26608,463,20.3
Query_48216,MT251974.1,100,23,0,0,1,23,29137,29159,8.08E-06,46.1
Query_48216,MT251974.1,100,10,0,0,1,10,26576,26585,463,20.3
Query_48216,MT251973.1,100,23,0,0,1,23,29184,29206,8.08E-06,46.1
Query_48216,MT251973.1,100,10,0,0,1,10,26623,26632,463,20.3
Query_48216,MT251972.1,100,23,0,0,1,23,29151,29173,8.08E-06,46.1
Query_48216,MT251972.1,100,10,0,0,1,10,26590,26599,463,20.3
Query_48216,MT259287.1,100,23,0,0,1,23,29014,29036,8.08E-06,46.1
Query_48216,MT259287.1,100,10,0,0,1,10,26453,26462,463,20.3
Query_48216,MT259286.1,100,23,0,0,1,23,29162,29184,8.08E-06,46.1
Query_48216,MT259286.1,100,10,0,0,1,10,26601,26610,463,20.3
Query_48216,MT259285.1,100,23,0,0,1,23,29123,29145,8.08E-06,46.1
Query_48216,MT259285.1,100,10,0,0,1,10,26562,26571,463,20.3
Query_48216,MT259284.1,100,23,0,0,1,23,28789,28811,8.08E-06,46.1
Query_48216,MT259284.1,100,10,0,0,1,10,26228,26237,463,20.3
Query_48216,MT259282.1,100,23,0,0,1,23,29139,29161,8.08E-06,46.1
Query_48216,MT259282.1,100,10,0,0,1,10,26578,26587,463,20.3
Query_48216,MT259281.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT259281.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT259280.1,100,23,0,0,1,23,28931,28953,8.08E-06,46.1
Query_48216,MT259280.1,100,10,0,0,1,10,26370,26379,463,20.3
Query_48216,MT259278.1,100,23,0,0,1,23,29182,29204,8.08E-06,46.1
Query_48216,MT259278.1,100,10,0,0,1,10,26621,26630,463,20.3
Query_48216,MT259277.1,100,23,0,0,1,23,29169,29191,8.08E-06,46.1
Query_48216,MT259277.1,100,10,0,0,1,10,26608,26617,463,20.3
Query_48216,MT259275.1,100,23,0,0,1,23,29157,29179,8.08E-06,46.1
Query_48216,MT259275.1,100,10,0,0,1,10,26596,26605,463,20.3
Query_48216,MT259274.1,100,23,0,0,1,23,29072,29094,8.08E-06,46.1
Query_48216,MT259274.1,100,10,0,0,1,10,26511,26520,463,20.3
Query_48216,MT259273.1,100,23,0,0,1,23,29171,29193,8.08E-06,46.1
Query_48216,MT259273.1,100,10,0,0,1,10,26610,26619,463,20.3
Query_48216,MT259271.1,100,23,0,0,1,23,29176,29198,8.08E-06,46.1
