query acc.ver,subject acc.ver,%_identity,alignment_length,mismatches,gap_opens,q.start,q.end,s.start,s.end,evalue,bit_score
Query_60438,MT044257.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT044257.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT044257.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT066176.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT066176.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT066176.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT066175.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT066175.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT066175.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT072688.1,100,24,0,0,1,24,28294,28317,2.30E-06,48.1
Query_60438,MT072688.1,100,10,0,0,8,17,7498,7489,520,20.3
Query_60438,MT072688.1,100,10,0,0,7,16,15028,15019,520,20.3
Query_60438,MT093631.2,100,24,0,0,1,24,28296,28319,2.30E-06,48.1
Query_60438,MT093631.2,100,10,0,0,8,17,7500,7491,520,20.3
Query_60438,MT093631.2,100,10,0,0,7,16,15030,15021,520,20.3
Query_60438,MT093571.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT093571.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT093571.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT106054.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT106054.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT106054.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT106053.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT106053.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT106053.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT106052.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT106052.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT106052.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT118835.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT118835.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT118835.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT123293.2,100,24,0,0,1,24,28303,28326,2.30E-06,48.1
Query_60438,MT123293.2,100,10,0,0,8,17,7507,7498,520,20.3
Query_60438,MT123293.2,100,10,0,0,7,16,15037,15028,520,20.3
Query_60438,MT123292.2,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT123292.2,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT123292.2,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT123291.2,100,24,0,0,1,24,28306,28329,2.30E-06,48.1
Query_60438,MT123291.2,100,10,0,0,8,17,7510,7501,520,20.3
Query_60438,MT123291.2,100,10,0,0,7,16,15040,15031,520,20.3
Query_60438,MT123290.1,100,24,0,0,1,24,28312,28335,2.30E-06,48.1
Query_60438,MT123290.1,100,10,0,0,8,17,7516,7507,520,20.3
Query_60438,MT123290.1,100,10,0,0,7,16,15046,15037,520,20.3
Query_60438,MT126808.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT126808.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT126808.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT135044.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT135044.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT135044.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT135043.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT135043.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT135043.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT135042.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT135042.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT135042.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT135041.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT135041.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT135041.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT152824.1,100,24,0,0,1,24,28307,28330,2.30E-06,48.1
Query_60438,MT152824.1,100,10,0,0,8,17,7511,7502,520,20.3
Query_60438,MT152824.1,100,10,0,0,7,16,15041,15032,520,20.3
Query_60438,MT050493.1,100,24,0,0,1,24,28289,28312,2.30E-06,48.1
Query_60438,MT050493.1,100,10,0,0,8,17,7493,7484,520,20.3
Query_60438,MT050493.1,100,10,0,0,7,16,15023,15014,520,20.3
Query_60438,MT012098.1,100,24,0,0,1,24,28293,28316,2.30E-06,48.1
Query_60438,MT012098.1,100,10,0,0,8,17,7500,7491,520,20.3
Query_60438,MT012098.1,100,10,0,0,7,16,15030,15021,520,20.3
Query_60438,MT159722.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159722.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159722.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159721.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159721.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159721.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159720.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159720.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159720.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159719.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159719.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159719.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159718.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159718.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159718.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159717.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159717.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159717.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159716.1,100,24,0,0,1,24,28294,28317,2.30E-06,48.1
Query_60438,MT159716.1,100,10,0,0,8,17,7498,7489,520,20.3
Query_60438,MT159716.1,100,10,0,0,7,16,15028,15019,520,20.3
Query_60438,MT159715.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159715.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159715.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159714.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159714.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159714.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159713.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159713.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159713.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159712.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159712.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159712.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159711.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159711.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159711.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159710.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159710.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159710.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159709.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159709.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159709.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159708.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159708.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159708.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159707.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159707.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159707.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159706.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159706.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159706.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT159705.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT159705.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT159705.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT121215.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT121215.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT121215.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT066156.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT066156.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT066156.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT163719.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT163719.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT163719.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT163718.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT163718.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT163718.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT163717.1,100,24,0,0,1,24,28303,28326,2.30E-06,48.1
Query_60438,MT163717.1,100,10,0,0,8,17,7507,7498,520,20.3
Query_60438,MT163717.1,100,10,0,0,7,16,15037,15028,520,20.3
Query_60438,MT163716.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT163716.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT163716.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT184913.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT184913.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT184913.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT184912.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT184912.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT184912.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT184911.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT184911.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT184911.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT184910.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT184910.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT184910.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT184909.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT184909.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT184909.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT184908.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT184908.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT184908.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT184907.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT184907.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT184907.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT188341.1,100,24,0,0,1,24,28258,28281,2.30E-06,48.1
Query_60438,MT188341.1,100,10,0,0,8,17,7459,7450,520,20.3
Query_60438,MT188341.1,100,10,0,0,7,16,14989,14980,520,20.3
Query_60438,MT188340.1,100,24,0,0,1,24,28255,28278,2.30E-06,48.1
Query_60438,MT188340.1,100,10,0,0,8,17,7459,7450,520,20.3
Query_60438,MT188340.1,100,10,0,0,7,16,14989,14980,520,20.3
Query_60438,MT188339.1,100,24,0,0,1,24,28255,28278,2.30E-06,48.1
Query_60438,MT188339.1,100,10,0,0,8,17,7459,7450,520,20.3
Query_60438,MT188339.1,100,10,0,0,7,16,14989,14980,520,20.3
Query_60438,MT192773.1,100,24,0,0,1,24,28308,28331,2.30E-06,48.1
Query_60438,MT192773.1,100,10,0,0,8,17,7512,7503,520,20.3
Query_60438,MT192773.1,100,10,0,0,7,16,15042,15033,520,20.3
Query_60438,MT192772.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT192772.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT192772.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT192765.1,100,24,0,0,1,24,28302,28325,2.30E-06,48.1
Query_60438,MT192765.1,100,10,0,0,8,17,7506,7497,520,20.3
Query_60438,MT192765.1,100,10,0,0,7,16,15036,15027,520,20.3
Query_60438,MT192759.1,100,24,0,0,1,24,28282,28305,2.30E-06,48.1
Query_60438,MT192759.1,100,10,0,0,8,17,7486,7477,520,20.3
Query_60438,MT192759.1,100,10,0,0,7,16,15016,15007,520,20.3
Query_60438,MT198652.2,100,24,0,0,1,24,28255,28278,2.30E-06,48.1
Query_60438,MT198652.2,100,10,0,0,8,17,7459,7450,520,20.3
Query_60438,MT198652.2,100,10,0,0,7,16,14989,14980,520,20.3
Query_60438,MT226610.1,100,24,0,0,1,24,28309,28332,2.30E-06,48.1
Query_60438,MT226610.1,100,10,0,0,8,17,7513,7504,520,20.3
Query_60438,MT226610.1,100,10,0,0,7,16,15043,15034,520,20.3
Query_60438,MT233523.1,100,24,0,0,1,24,28255,28278,2.30E-06,48.1
Query_60438,MT233523.1,100,10,0,0,8,17,7459,7450,520,20.3
Query_60438,MT233523.1,100,10,0,0,7,16,14989,14980,520,20.3
Query_60438,MT233522.1,100,24,0,0,1,24,28255,28278,2.30E-06,48.1
Query_60438,MT233522.1,100,10,0,0,8,17,7459,7450,520,20.3
Query_60438,MT233522.1,100,10,0,0,7,16,14989,14980,520,20.3
Query_60438,MT233519.1,100,24,0,0,1,24,28255,28278,2.30E-06,48.1
Query_60438,MT233519.1,100,10,0,0,8,17,7459,7450,520,20.3
Query_60438,MT233519.1,100,10,0,0,7,16,14989,14980,520,20.3
Query_60438,MT240479.1,100,24,0,0,1,24,28273,28296,2.30E-06,48.1
Query_60438,MT240479.1,100,10,0,0,8,17,7477,7468,520,20.3
Query_60438,MT240479.1,100,10,0,0,7,16,15007,14998,520,20.3
Query_60438,MT246667.1,100,24,0,0,1,24,28305,28328,2.30E-06,48.1
Query_60438,MT246667.1,100,10,0,0,8,17,7509,7500,520,20.3
Query_60438,MT246667.1,100,10,0,0,7,16,15039,15030,520,20.3
Query_60438,MT246490.1,100,24,0,0,1,24,28253,28276,2.30E-06,48.1
Query_60438,MT246490.1,100,10,0,0,8,17,7457,7448,520,20.3
Query_60438,MT246490.1,100,10,0,0,7,16,14987,14978,520,20.3
Query_60438,MT246489.1,100,24,0,0,1,24,28259,28282,2.30E-06,48.1
Query_60438,MT246489.1,100,10,0,0,8,17,7463,7454,520,20.3
Query_60438,MT246489.1,100,10,0,0,7,16,14993,14984,520,20.3
Query_60438,MT246488.1,100,24,0,0,1,24,28282,28305,2.30E-06,48.1
Query_60438,MT246488.1,100,10,0,0,8,17,7486,7477,520,20.3
Query_60438,MT246488.1,100,10,0,0,7,16,15016,15007,520,20.3
Query_60438,MT246487.1,100,24,0,0,1,24,28293,28316,2.30E-06,48.1
Query_60438,MT246487.1,100,10,0,0,8,17,7497,7488,520,20.3
Query_60438,MT246487.1,100,10,0,0,7,16,15027,15018,520,20.3
Query_60438,MT246486.1,100,24,0,0,1,24,28277,28300,2.30E-06,48.1
Query_60438,MT246486.1,100,10,0,0,8,17,7481,7472,520,20.3
Query_60438,MT246486.1,100,10,0,0,7,16,15011,15002,520,20.3
Query_60438,MT246485.1,100,24,0,0,1,24,28181,28204,2.30E-06,48.1
Query_60438,MT246485.1,100,10,0,0,8,17,7385,7376,520,20.3
Query_60438,MT246485.1,100,10,0,0,7,16,14915,14906,520,20.3
Query_60438,MT246484.1,100,24,0,0,1,24,28277,28300,2.30E-06,48.1
Query_60438,MT246484.1,100,10,0,0,8,17,7481,7472,520,20.3
Query_60438,MT246484.1,100,10,0,0,7,16,15011,15002,520,20.3
Query_60438,MT246482.1,100,24,0,0,1,24,28252,28275,2.30E-06,48.1
Query_60438,MT246482.1,100,10,0,0,8,17,7456,7447,520,20.3
Query_60438,MT246482.1,100,10,0,0,7,16,14986,14977,520,20.3
Query_60438,MT246481.1,100,24,0,0,1,24,28277,28300,2.30E-06,48.1
Query_60438,MT246481.1,100,10,0,0,8,17,7481,7472,520,20.3
Query_60438,MT246481.1,100,10,0,0,7,16,15011,15002,520,20.3
Query_60438,MT246480.1,100,24,0,0,1,24,28308,28331,2.30E-06,48.1
Query_60438,MT246480.1,100,10,0,0,8,17,7512,7503,520,20.3
Query_60438,MT246480.1,100,10,0,0,7,16,15042,15033,520,20.3
Query_60438,MT246479.1,100,24,0,0,1,24,28235,28258,2.30E-06,48.1
Query_60438,MT246479.1,100,10,0,0,8,17,7439,7430,520,20.3
Query_60438,MT246479.1,100,10,0,0,7,16,14969,14960,520,20.3
Query_60438,MT246478.1,100,24,0,0,1,24,28296,28319,2.30E-06,48.1
Query_60438,MT246478.1,100,10,0,0,8,17,7500,7491,520,20.3
Query_60438,MT246478.1,100,10,0,0,7,16,15030,15021,520,20.3
Query_60438,MT246477.1,100,24,0,0,1,24,28278,28301,2.30E-06,48.1
Query_60438,MT246477.1,100,10,0,0,8,17,7482,7473,520,20.3
Query_60438,MT246477.1,100,10,0,0,7,16,15012,15003,520,20.3
Query_60438,MT246476.1,100,24,0,0,1,24,28270,28293,2.30E-06,48.1
Query_60438,MT246476.1,100,10,0,0,8,17,7474,7465,520,20.3
Query_60438,MT246476.1,100,10,0,0,7,16,15004,14995,520,20.3
Query_60438,MT246475.1,100,24,0,0,1,24,28289,28312,2.30E-06,48.1
Query_60438,MT246475.1,100,10,0,0,8,17,7493,7484,520,20.3
Query_60438,MT246475.1,100,10,0,0,7,16,15023,15014,520,20.3
Query_60438,MT246474.1,100,24,0,0,1,24,28299,28322,2.30E-06,48.1
Query_60438,MT246474.1,100,10,0,0,8,17,7503,7494,520,20.3
Query_60438,MT246474.1,100,10,0,0,7,16,15033,15024,520,20.3
Query_60438,MT246473.1,100,24,0,0,1,24,28232,28255,2.30E-06,48.1
Query_60438,MT246473.1,100,10,0,0,8,17,7436,7427,520,20.3
Query_60438,MT246473.1,100,10,0,0,7,16,14966,14957,520,20.3
Query_60438,MT246472.1,100,24,0,0,1,24,28224,28247,2.30E-06,48.1
Query_60438,MT246472.1,100,10,0,0,8,17,7428,7419,520,20.3
Query_60438,MT246472.1,100,10,0,0,7,16,14958,14949,520,20.3
Query_60438,MT246471.1,100,24,0,0,1,24,28277,28300,2.30E-06,48.1
Query_60438,MT246471.1,100,10,0,0,8,17,7481,7472,520,20.3
Query_60438,MT246471.1,100,10,0,0,7,16,15011,15002,520,20.3
Query_60438,MT246470.1,100,24,0,0,1,24,28291,28314,2.30E-06,48.1
Query_60438,MT246470.1,100,10,0,0,8,17,7495,7486,520,20.3
Query_60438,MT246470.1,100,10,0,0,7,16,15025,15016,520,20.3
Query_60438,MT246469.1,100,24,0,0,1,24,28275,28298,2.30E-06,48.1
