query acc.ver,subject acc.ver,%_identity,alignment_length,mismatches,gap_opens,q.start,q.end,s.start,s.end,evalue,bit_score
Query_4290,MT072688.1,100,10,0,0,5,14,3440,3431,347,20.3
Query_4290,MT072688.1,100,10,0,0,3,12,21555,21546,347,20.3
Query_4290,MT093631.2,100,20,0,0,1,20,29151,29170,3.74E-04,40.1
Query_4290,MT093631.2,100,11,0,0,6,16,15539,15529,88,22.3
Query_4290,MT093631.2,100,10,0,0,5,14,3442,3433,347,20.3
Query_4290,MT093631.2,100,10,0,0,3,12,21557,21548,347,20.3
Query_4290,MT093571.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT093571.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT093571.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT093571.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT106054.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT106054.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT106054.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT106054.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT106053.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT106053.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT106053.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT106053.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT106052.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT106052.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT106052.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT106052.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT118835.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT118835.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT118835.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT118835.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT123293.2,100,20,0,0,1,20,29158,29177,3.74E-04,40.1
Query_4290,MT123293.2,100,11,0,0,6,16,15546,15536,88,22.3
Query_4290,MT123293.2,100,10,0,0,5,14,3449,3440,347,20.3
Query_4290,MT123293.2,100,10,0,0,3,12,21564,21555,347,20.3
Query_4290,MT123292.2,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT123292.2,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT123292.2,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT123292.2,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT123291.2,100,20,0,0,1,20,29161,29180,3.74E-04,40.1
Query_4290,MT123291.2,100,11,0,0,6,16,15549,15539,88,22.3
Query_4290,MT123291.2,100,10,0,0,5,14,3452,3443,347,20.3
Query_4290,MT123291.2,100,10,0,0,3,12,21567,21558,347,20.3
Query_4290,MT123290.1,100,20,0,0,1,20,29167,29186,3.74E-04,40.1
Query_4290,MT123290.1,100,11,0,0,6,16,15555,15545,88,22.3
Query_4290,MT123290.1,100,10,0,0,5,14,3458,3449,347,20.3
Query_4290,MT123290.1,100,10,0,0,3,12,21573,21564,347,20.3
Query_4290,MT126808.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT126808.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT126808.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT126808.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT135044.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT135044.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT135044.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT135044.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT135043.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT135043.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT135043.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT135043.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT135042.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT135042.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT135042.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT135042.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT135041.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT135041.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT135041.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT135041.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT152824.1,100,20,0,0,1,20,29162,29181,3.74E-04,40.1
Query_4290,MT152824.1,100,11,0,0,6,16,15550,15540,88,22.3
Query_4290,MT152824.1,100,10,0,0,5,14,3453,3444,347,20.3
Query_4290,MT152824.1,100,10,0,0,3,12,21568,21559,347,20.3
Query_4290,MT050493.1,100,20,0,0,1,20,29144,29163,3.74E-04,40.1
Query_4290,MT050493.1,100,11,0,0,6,16,15532,15522,88,22.3
Query_4290,MT050493.1,100,10,0,0,5,14,3435,3426,347,20.3
Query_4290,MT050493.1,100,10,0,0,3,12,21550,21541,347,20.3
Query_4290,MT012098.1,100,20,0,0,1,20,29148,29167,3.74E-04,40.1
Query_4290,MT012098.1,100,11,0,0,6,16,15539,15529,88,22.3
Query_4290,MT012098.1,100,10,0,0,5,14,3442,3433,347,20.3
Query_4290,MT012098.1,100,10,0,0,3,12,21557,21548,347,20.3
Query_4290,MT159722.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159722.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159722.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159722.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159721.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159721.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159721.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159721.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159720.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159720.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159720.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159720.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159719.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159719.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159719.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159719.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159718.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159718.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159718.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159718.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159717.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159717.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159717.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159717.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159716.1,100,20,0,0,1,20,29149,29168,3.74E-04,40.1
Query_4290,MT159716.1,100,11,0,0,6,16,15537,15527,88,22.3
Query_4290,MT159716.1,100,10,0,0,5,14,3440,3431,347,20.3
Query_4290,MT159716.1,100,10,0,0,3,12,21555,21546,347,20.3
Query_4290,MT159715.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159715.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159715.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159715.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159714.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159714.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159714.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159714.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159713.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159713.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159713.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159713.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159712.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159712.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159712.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159712.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159711.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159711.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159711.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159711.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159710.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159710.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159710.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159710.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159709.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159709.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159709.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159709.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159708.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159708.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159708.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159708.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159707.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159707.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159707.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159707.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159706.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159706.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159706.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159706.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT159705.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT159705.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT159705.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT159705.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT121215.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT121215.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT121215.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT121215.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT066156.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT066156.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT066156.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT066156.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT163719.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT163719.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT163719.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT163719.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT163718.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT163718.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT163718.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT163718.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT163717.1,100,20,0,0,1,20,29158,29177,3.74E-04,40.1
Query_4290,MT163717.1,100,11,0,0,6,16,15546,15536,88,22.3
Query_4290,MT163717.1,100,10,0,0,5,14,3449,3440,347,20.3
Query_4290,MT163717.1,100,10,0,0,3,12,21564,21555,347,20.3
Query_4290,MT163716.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT163716.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT163716.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT163716.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT184913.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT184913.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT184913.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT184913.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT184912.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT184912.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT184912.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT184912.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT184911.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT184911.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT184911.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT184911.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT184910.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT184910.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT184910.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT184910.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT184909.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT184909.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT184909.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT184909.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT184908.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT184908.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT184908.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT184908.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT184907.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT184907.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT184907.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT184907.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT188341.1,100,20,0,0,1,20,29113,29132,3.74E-04,40.1
Query_4290,MT188341.1,100,11,0,0,6,16,15498,15488,88,22.3
Query_4290,MT188341.1,100,10,0,0,5,14,3401,3392,347,20.3
Query_4290,MT188341.1,100,10,0,0,3,12,21519,21510,347,20.3
Query_4290,MT188340.1,100,20,0,0,1,20,29110,29129,3.74E-04,40.1
Query_4290,MT188340.1,100,11,0,0,6,16,15498,15488,88,22.3
Query_4290,MT188340.1,100,10,0,0,5,14,3401,3392,347,20.3
Query_4290,MT188340.1,100,10,0,0,3,12,21516,21507,347,20.3
Query_4290,MT188339.1,100,20,0,0,1,20,29110,29129,3.74E-04,40.1
Query_4290,MT188339.1,100,11,0,0,6,16,15498,15488,88,22.3
Query_4290,MT188339.1,100,10,0,0,5,14,3401,3392,347,20.3
Query_4290,MT188339.1,100,10,0,0,3,12,21516,21507,347,20.3
Query_4290,MT192773.1,100,20,0,0,1,20,29163,29182,3.74E-04,40.1
Query_4290,MT192773.1,100,11,0,0,6,16,15551,15541,88,22.3
Query_4290,MT192773.1,100,10,0,0,5,14,3454,3445,347,20.3
Query_4290,MT192773.1,100,10,0,0,3,12,21569,21560,347,20.3
Query_4290,MT192772.1,100,20,0,0,1,20,29164,29183,3.74E-04,40.1
Query_4290,MT192772.1,100,11,0,0,6,16,15552,15542,88,22.3
Query_4290,MT192772.1,100,10,0,0,5,14,3455,3446,347,20.3
Query_4290,MT192772.1,100,10,0,0,3,12,21570,21561,347,20.3
Query_4290,MT192765.1,100,20,0,0,1,20,29157,29176,3.74E-04,40.1
Query_4290,MT192765.1,100,11,0,0,6,16,15545,15535,88,22.3
